,result
1874,414585.12
1875,235270.52
1876,123632.664
1877,102191.734
1878,209000.78
1879,221183.02
1880,318493.28
1881,200063.75
1882,137682.39
1883,122341.81
1884,327248.53
1885,152809.23
1886,153108.75
1887,149633.0
1888,214690.36
1889,127190.58
1890,136217.19
1891,98139.69
1892,259531.77
1893,248785.33
1894,90157.81
1895,177882.36
1896,119267.59
1897,128301.625
1898,377976.22
1899,165181.83
1900,297817.94
1901,245099.58
1902,189950.53
1903,111556.01
1904,276180.94
1905,314629.16
1906,266095.34
1907,125137.055
1908,189033.06
1909,187699.92
1910,115190.47
1911,171772.73
1912,123172.055
1913,107013.41
1914,170379.89
1915,182481.56
1916,204859.5
1917,102774.9
1918,178945.69
1919,95715.98
1920,182904.8
1921,129090.92
1922,193943.0
1923,247471.06
1924,246891.34
1925,146987.42
1926,383971.5
1927,177204.42
1928,388577.66
1929,127653.58
1930,139013.31
1931,141544.47
1932,170153.97
1933,139903.22
1934,133606.88
1935,132912.08
1936,219913.72
1937,201718.94
1938,234422.47
1939,129861.44
1940,147967.64
1941,65291.29
1942,144363.33
1943,200225.55
1944,151581.33
1945,185808.83
1946,142330.66
1947,500273.8
1948,205632.44
1949,211517.6
1950,148279.7
1951,74742.19
1952,336156.94
1953,190659.58
1954,127761.4
1955,223472.45
1956,116607.63
1957,156440.47
1958,228636.22
1959,134364.7
1960,192565.9
1961,172179.4
1962,89288.1
1963,95354.766
1964,155453.11
1965,318822.44
1966,172091.45
1967,137947.83
1968,119990.73
1969,141613.84
1970,235503.31
1971,243654.44
1972,177971.3
1973,211157.83
1974,139620.62
1975,160994.02
1976,120523.44
1977,145938.88
1978,91147.805
1979,207987.17
1980,134734.61
1981,144410.98
1982,177626.67
1983,269281.25
1984,336847.62
1985,176745.97
1986,166836.22
1987,163715.69
1988,204575.98
1989,329328.53
1990,237002.0
1991,269709.4
1992,87572.39
1993,231508.52
1994,125537.945
1995,106994.47
1996,317432.16
1997,255855.44
1998,188310.7
1999,124277.164
2000,197033.1
2001,184994.5
2002,142341.17
2003,157672.23
2004,197735.58
2005,105745.52
2006,129766.62
2007,134004.55
2008,162785.84
2009,140758.89
2010,180217.19
2011,185106.9
2012,107122.38
2013,150670.0
2014,102839.13
2015,125221.06
2016,184893.33
2017,155277.97
2018,380562.1
2019,210040.03
2020,192759.31
2021,125233.63
2022,338400.16
2023,174920.16
2024,164130.61
2025,142722.08
2026,164504.4
2027,127274.46
2028,174884.72
2029,109054.78
2030,140568.61
2031,201295.67
2032,91676.2
2033,410285.0
2034,356546.0
2035,104295.4
2036,159854.12
2037,206934.81
2038,309183.53
2039,127800.125
2040,228512.23
2041,145074.84
2042,129987.31
2043,448434.88
2044,111042.22
2045,178755.48
2046,146881.44
2047,89532.13
2048,176853.84
2049,178681.83
2050,149711.56
2051,368676.38
2052,125184.9
2053,98087.65
2054,93243.016
2055,198834.92
2056,148233.14
2057,278824.66
2058,121243.46
2059,241280.56
2060,318907.6
2061,373938.16
2062,123366.87
2063,142653.89
2064,133187.55
2065,121031.98
2066,171466.23
2067,155062.03
2068,220605.16
2069,123802.37
2070,317534.03
2071,147649.89
2072,148132.22
2073,219293.88
2074,192105.02
2075,200160.2
2076,196900.42
2077,390984.94
2078,195501.58
2079,146586.9
2080,123276.3
2081,138985.78
2082,243837.69
2083,139595.33
2084,111360.76
2085,206063.42
2086,196347.77
2087,125906.516
2088,139744.03
2089,160192.66
2090,195312.44
2091,148326.42
2092,184272.77
2093,302764.1
2094,164094.48
2095,252513.94
2096,126395.19
2097,211176.16
2098,195203.36
2099,134304.77
2100,189162.4
2101,188559.03
2102,260503.34
2103,154271.98
2104,330807.75
2105,67050.82
2106,276139.7
2107,118670.414
2108,187162.08
2109,175802.53
2110,177605.67
2111,119121.414
2112,107385.13
2113,136183.36
2114,80971.32
2115,584475.75
2116,256276.08
2117,124275.69
2118,209582.53
2119,180814.8
2120,76022.07
2121,188980.95
2122,150965.75
2123,119972.61
2124,142687.88
2125,139790.45
2126,238782.95
2127,258849.98
2128,103991.766
2129,96499.98
2130,140291.14
2131,150415.02
2132,151382.25
2133,195102.77
2134,193319.34
2135,197707.33
2136,479119.97
2137,342348.53
2138,144431.84
2139,118008.68
2140,181309.22
2141,182604.81
2142,184119.58
2143,135821.83
2144,205787.89
2145,183151.45
2146,134435.75
2147,106630.98
2148,179989.73
2149,150205.5
2150,349099.97
2151,117052.41
2152,208759.94
2153,152761.25
2154,128830.31
2155,279602.03
2156,153948.55
2157,136577.66
2158,167864.47
2159,135380.67
2160,105241.28
2161,136551.58
2162,86849.16
2163,172232.22
2164,142764.05
2165,222593.98
2166,194373.22
2167,40810.75
2168,133882.02
2169,263025.0
2170,165084.16
2171,117074.84
2172,145479.19
2173,295486.12
2174,242379.12
2175,182536.95
2176,76129.914
2177,170462.2
2178,99639.234
2179,117710.41
2180,143496.73
2181,143532.7
2182,141903.47
2183,136920.19
2184,185699.97
2185,425860.6
2186,137936.62
2187,123666.44
2188,96653.68
2189,159843.72
2190,142284.97
2191,84893.54
2192,135571.03
2193,284918.6
2194,292591.3
2195,134605.95
2196,460673.34
2197,141000.92
2198,110384.5
2199,120624.664
2200,137207.72
2201,162938.8
2202,122266.37
2203,155058.12
2204,235638.69
2205,274784.0
2206,219267.3
2207,249501.47
2208,145313.53
2209,146899.94
2210,178787.27
2211,55535.812
2212,134649.97
2213,211901.95
2214,85107.55
2215,172619.97
2216,175831.42
2217,107420.734
2218,85431.766
2219,156263.48
2220,316536.16
2221,230798.38
2222,239913.92
2223,203248.58
2224,193367.3
2225,265871.56
2226,240588.75
2227,166342.75
2228,255291.64
2229,258141.2
2230,165517.0
2231,144954.81
2232,108385.055
2233,144054.58
2234,119460.24
2235,130568.45
2236,206448.97
2237,185095.1
2238,437596.66
2239,106330.39
2240,252412.55
2241,157891.8
2242,175514.83
2243,161399.81
2244,154282.12
2245,159334.77
2246,91598.04
2247,135884.55
2248,115580.02
2249,82736.555
2250,224016.78
2251,218680.81
2252,146585.67
2253,326817.9
2254,214238.14
2255,278277.56
2256,102026.97
2257,178063.28
2258,174485.33
2259,154885.12
2260,215185.56
2261,141167.98
2262,136667.66
2263,157154.9
2264,229085.97
2265,217736.0
2266,104239.48
2267,220362.08
2268,273122.7
2269,238498.31
2270,193829.75
2271,135133.86
2272,138918.39
2273,132816.22
2274,157102.89
2275,219161.08
2276,349426.53
2277,135400.69
2278,81902.1
2279,229292.31
2280,120136.21
2281,216707.3
2282,306113.72
2283,136452.45
2284,146563.11
2285,119644.13
2286,137958.33
2287,80680.45
2288,215633.12
2289,182982.22
2290,122602.734
2291,122905.72
2292,160526.86
2293,227768.08
2294,120852.23
2295,307146.2
2296,127645.625
2297,191315.95
2298,119330.93
2299,180611.98
2300,80873.98
2301,359555.53
2302,150962.0
2303,166024.81
2304,230368.3
2305,55435.527
2306,98589.63
2307,126402.555
2308,121659.09
2309,218292.81
2310,121131.85
2311,143747.83
2312,85835.07
2313,209250.6
2314,111847.14
2315,162578.14
2316,191640.19
2317,186859.69
2318,212689.94
2319,137539.98
2320,170684.69
2321,250067.44
2322,205347.98
2323,169432.17
2324,139869.48
2325,144626.12
2326,195132.12
2327,170804.06
2328,136953.69
2329,348851.25
2330,135876.28
2331,316978.3
2332,75938.19
2333,148995.81
2334,144352.92
2335,76294.16
2336,184486.28
2337,175176.23
2338,111571.766
2339,153766.11
2340,171863.77
2341,212205.27
2342,122141.914
2343,135393.16
